Setup title,Transfer_EDOPE,,,,
Device ID,EDOP3_C9R6,,,,
Flags,,,,,
Remarks,,,,,
VG,IDS,IG,ICG,VDS,VCG
7.467,9.40832E-08,-4.08E-13,-6.5E-14,0.1,-9
7.556,9.41688E-08,1.2E-14,-8.8E-14,0.1,-9
7.644,9.42154E-08,4.5E-14,-3.02E-13,0.1,-9
7.733,9.44111E-08,6.3E-14,-9.1E-14,0.1,-9
7.822,9.44323E-08,2E-14,-3.5E-14,0.1,-9
7.911,9.44436E-08,2.66E-13,-4.83E-13,0.1,-9
8,9.44977E-08,5.47E-13,-3.31E-13,0.1,-9
-8,1.70806E-10,-1.34E-13,2.82E-13,0.1,-6
-7.911,2.11085E-10,-1.23E-13,1.92E-13,0.1,-6
-7.822,2.50852E-10,-9.7E-14,1.19E-13,0.1,-6
-7.733,2.95262E-10,-9.8E-14,1.02E-13,0.1,-6
-7.644,3.43862E-10,-9.9E-14,9.8E-14,0.1,-6
-7.556,3.97379E-10,-8.6E-14,4.6E-14,0.1,-6
-7.467,4.60047E-10,-9.7E-14,5.6E-14,0.1,-6
-7.378,5.30904E-10,-5.3E-14,5.4E-14,0.1,-6
-7.289,6.09347E-10,-7.3E-14,6.4E-14,0.1,-6
-7.2,6.9426E-10,-6.3E-14,4.6E-14,0.1,-6
-7.111,7.9683E-10,-6E-14,4.7E-14,0.1,-6
-7.022,9.0696E-10,-4.5E-14,4.5E-14,0.1,-6
-6.933,0.000000001,-3.1E-14,3.3E-14,0.1,-6
-6.844,1.16453E-09,-4E-14,2.1E-14,0.1,-6
-6.756,1.31254E-09,-5E-14,1.1E-14,0.1,-6
-6.667,1.48107E-09,-3.8E-14,2.1E-14,0.1,-6
-6.578,1.66612E-09,-5.9E-14,3.5E-14,0.1,-6
-6.489,1.8662E-09,-5.2E-14,-2E-15,0.1,-6
-6.4,2.09724E-09,-3.8E-14,2.3E-14,0.1,-6
-6.311,2.33785E-09,-5.7E-14,9E-15,0.1,-6
-6.222,2.61335E-09,-4.4E-14,1.3E-14,0.1,-6
-6.133,2.91136E-09,-3.6E-14,2.4E-14,0.1,-6
-6.044,3.24074E-09,-5.4E-14,3E-15,0.1,-6
-5.956,3.59228E-09,-3.9E-14,-1.8E-14,0.1,-6
-5.867,0.000000004,-3.9E-14,2E-15,0.1,-6
-5.778,4.41265E-09,-3.2E-14,1E-14,0.1,-6
-5.689,4.87856E-09,-2.9E-14,4E-15,0.1,-6
-5.6,5.38117E-09,-3.1E-14,5E-15,0.1,-6
-5.511,5.94112E-09,-4.2E-14,1.4E-14,0.1,-6
-5.422,6.52537E-09,-6.6E-14,-1.3E-14,0.1,-6
-5.333,7.17931E-09,-6.4E-14,7E-15,0.1,-6
-5.244,7.87558E-09,-5E-14,8E-15,0.1,-6
-5.156,8.62378E-09,-4.7E-14,4E-15,0.1,-6
-5.067,9.43421E-09,-4.4E-14,-1E-15,0.1,-6
-4.978,1.029856E-08,-4.3E-14,-1.4E-14,0.1,-6
-4.889,1.11946E-08,-5.1E-14,-1.2E-14,0.1,-6
-4.8,1.22161E-08,-6.5E-14,-2.9E-14,0.1,-6
-4.711,1.32845E-08,-3.3E-14,7E-15,0.1,-6
-4.622,1.44219E-08,-4.3E-14,-9E-15,0.1,-6
-4.533,1.56161E-08,-2.5E-14,-1E-14,0.1,-6
-4.444,1.69043E-08,-3.4E-14,-9E-15,0.1,-6
-4.356,1.82589E-08,-2.8E-14,-2.9E-14,0.1,-6
-4.267,1.96838E-08,-4.4E-14,-5E-15,0.1,-6
-4.178,2.11862E-08,-3.3E-14,-9E-15,0.1,-6
-4.089,2.28153E-08,-5E-14,-1.8E-14,0.1,-6
-4,2.45163E-08,-2.8E-14,-1.6E-14,0.1,-6
-3.911,2.62732E-08,-2.3E-14,-2.1E-14,0.1,-6
-3.822,2.81192E-08,-4.7E-14,-1.7E-14,0.1,-6
-3.733,3.00559E-08,-2.8E-14,4E-15,0.1,-6
-3.644,3.21012E-08,-3.2E-14,-2.2E-14,0.1,-6
-3.556,3.41972E-08,-3.9E-14,-1.7E-14,0.1,-6
-3.467,3.63877E-08,-4.7E-14,-5E-14,0.1,-6
-3.378,3.86411E-08,-2.6E-14,-2.5E-14,0.1,-6
-3.289,4.10538E-08,-5.4E-14,-1.5E-14,0.1,-6
-3.2,4.34755E-08,-3E-14,-3.9E-14,0.1,-6
-3.111,0.000000046,-5.1E-14,-1.7E-14,0.1,-6
-3.022,4.86191E-08,-5.5E-14,-1.4E-14,0.1,-6
-2.933,5.13114E-08,-2.6E-14,-1.6E-14,0.1,-6
-2.844,5.41087E-08,-4.4E-14,-2.5E-14,0.1,-6
-2.756,5.68774E-08,-4.1E-14,-2.1E-14,0.1,-6
-2.667,5.97403E-08,-4.7E-14,-2.3E-14,0.1,-6
-2.578,6.26718E-08,-2.5E-14,-4.4E-14,0.1,-6
-2.489,6.56873E-08,-5.6E-14,-1.8E-14,0.1,-6
-2.4,6.87742E-08,-2E-14,-2.3E-14,0.1,-6
-2.311,7.19174E-08,-2.6E-14,-3.6E-14,0.1,-6
-2.222,7.50779E-08,-2.8E-14,-2E-14,0.1,-6
-2.133,7.83053E-08,-3.8E-14,-2.3E-14,0.1,-6
-2.044,8.15662E-08,-4.8E-14,-3E-14,0.1,-6
-1.9556,8.47761E-08,-3.4E-14,-2.7E-14,0.1,-6
-1.8667,8.80653E-08,-4.1E-14,-3.7E-14,0.1,-6
-1.7778,9.14162E-08,-3.6E-14,-3.7E-14,0.1,-6
-1.6889,9.47487E-08,-2.2E-14,-3.4E-14,0.1,-6
-1.6,9.8101E-08,-2.3E-14,-1.2E-14,0.1,-6
-1.5111,1.015092E-07,-1E-14,-3.1E-14,0.1,-6
-1.4222,1.049041E-07,-2.4E-14,-3.9E-14,0.1,-6
-1.3333,1.082409E-07,-3.3E-14,-4.1E-14,0.1,-6
-1.2444,1.116277E-07,-2.6E-14,-2.1E-14,0.1,-6
-1.1556,1.14891E-07,-2.5E-14,-3E-14,0.1,-6
-1.0667,1.18229E-07,-2.4E-14,-1.1E-14,0.1,-6
-0.9778,1.21561E-07,-3.2E-14,-3.6E-14,0.1,-6
-0.8889,1.24917E-07,-2.7E-14,-3.3E-14,0.1,-6
-0.8,1.28136E-07,-5.6E-14,-2.2E-14,0.1,-6
-0.7111,1.31444E-07,-3.4E-14,-6E-15,0.1,-6
-0.6222,1.34603E-07,-3E-14,-6E-15,0.1,-6
-0.5333,1.37831E-07,-2.9E-14,-2.3E-14,0.1,-6
-0.4444,0.000000141,-2.6E-14,-2.5E-14,0.1,-6
-0.3556,0.000000144,-4.4E-14,-4.1E-14,0.1,-6
-0.2667,1.47128E-07,-4E-14,-3.5E-14,0.1,-6
-0.1778,1.50202E-07,-2.8E-14,-3.1E-14,0.1,-6
-0.0889,1.53194E-07,-3.2E-14,-2E-14,0.1,-6
0,1.56132E-07,-1.8E-14,-1.2E-14,0.1,-6
0.0889,1.59062E-07,-2.4E-14,-4E-14,0.1,-6
0.1778,1.61917E-07,-3.9E-14,-3.6E-14,0.1,-6
0.2667,1.64694E-07,-4.3E-14,-3.8E-14,0.1,-6
0.3556,1.67413E-07,-2.9E-14,-3.5E-14,0.1,-6
0.4444,1.70131E-07,-2.4E-14,-4.1E-14,0.1,-6
0.5333,1.72772E-07,-3.5E-14,-4E-14,0.1,-6
0.6222,1.75309E-07,-2.3E-14,-3.3E-14,0.1,-6
0.7111,1.77859E-07,-9E-15,-3E-14,0.1,-6
0.8,1.80405E-07,-2.9E-14,-3.6E-14,0.1,-6
0.8889,1.82852E-07,-1E-14,-4.7E-14,0.1,-6
0.9778,1.8518E-07,-1.5E-14,-2.8E-14,0.1,-6
1.0667,1.87508E-07,-3.1E-14,-4.7E-14,0.1,-6
1.1556,1.89803E-07,-4E-14,-2.8E-14,0.1,-6
1.2444,0.000000192,-1.1E-14,-2.3E-14,0.1,-6
1.3333,1.94126E-07,-3.2E-14,-3.5E-14,0.1,-6
1.4222,1.96257E-07,-2.3E-14,-5.8E-14,0.1,-6
1.5111,1.98344E-07,-3.6E-14,-2.3E-14,0.1,-6
1.6,2.00373E-07,-2E-14,-3.8E-14,0.1,-6
1.6889,2.0228E-07,-4.3E-14,-2.3E-14,0.1,-6
1.7778,2.04156E-07,-3.4E-14,-3.3E-14,0.1,-6
1.8667,2.06063E-07,-3.8E-14,-2.6E-14,0.1,-6
1.9556,2.079E-07,-2E-15,-3.2E-14,0.1,-6
2.044,2.09617E-07,-1.1E-14,-3.8E-14,0.1,-6
2.133,2.11422E-07,-2.5E-14,-3.4E-14,0.1,-6
2.222,0.000000213,1E-14,-2.3E-14,0.1,-6
2.311,2.14811E-07,-3.3E-14,-1E-15,0.1,-6
2.4,2.16338E-07,-3.3E-14,-7.5E-14,0.1,-6
2.489,2.1786E-07,-2.48E-13,3.3E-14,0.1,-6
2.578,2.19409E-07,-2.5E-14,-3.8E-14,0.1,-6
2.667,2.20805E-07,-1.7E-14,-3.8E-14,0.1,-6
2.756,2.22186E-07,-4E-14,-3E-14,0.1,-6
2.844,2.23585E-07,-3.3E-14,-5.1E-14,0.1,-6
2.933,0.000000225,-2.4E-14,-5.1E-14,0.1,-6
3.022,2.26261E-07,-3E-14,-2.4E-14,0.1,-6
3.111,2.27571E-07,5E-15,-3E-15,0.1,-6
3.2,2.28778E-07,1.31E-13,-1.99E-13,0.1,-6
3.289,0.00000023,2E-14,-4.1E-14,0.1,-6
3.378,2.31175E-07,-1.3E-14,-4.1E-14,0.1,-6
3.467,2.32312E-07,-2E-14,-4E-14,0.1,-6
3.556,2.33414E-07,-1.4E-14,-7.2E-14,0.1,-6
3.644,2.34415E-07,-2.4E-14,-4.8E-14,0.1,-6
3.733,2.35458E-07,-1.9E-14,-3.4E-14,0.1,-6
3.822,2.36618E-07,-1.2E-14,-5.2E-14,0.1,-6
3.911,2.37472E-07,-1.1E-14,-4.8E-14,0.1,-6
4,2.38531E-07,2E-15,-4.4E-14,0.1,-6
4.089,2.39465E-07,-2.5E-14,-1.7E-14,0.1,-6
4.178,2.40403E-07,3E-15,-2.2E-14,0.1,-6
4.267,2.41143E-07,-1.9E-14,-2.4E-14,0.1,-6
4.356,2.4205E-07,-2.2E-14,-3.5E-14,0.1,-6
4.444,2.42886E-07,-2E-15,-4.2E-14,0.1,-6
4.533,2.43706E-07,6E-15,-4.9E-14,0.1,-6
4.622,2.44551E-07,-3E-14,-6E-14,0.1,-6
4.711,2.45368E-07,-7E-15,-4.3E-14,0.1,-6
4.8,2.46135E-07,-9E-15,-2.9E-14,0.1,-6
4.889,2.4688E-07,3E-15,-3.4E-14,0.1,-6
4.978,2.47506E-07,-1.7E-14,-4.5E-14,0.1,-6
5.067,2.48296E-07,8E-15,-5.5E-14,0.1,-6
5.156,0.000000249,5E-15,-4.7E-14,0.1,-6
5.244,2.49671E-07,-7E-15,-3.8E-14,0.1,-6
5.333,2.50217E-07,3E-15,-4.9E-14,0.1,-6
5.422,2.50881E-07,5E-15,-2.5E-14,0.1,-6
5.511,2.51464E-07,1.9E-14,-4.6E-14,0.1,-6
5.6,0.000000252,-3E-15,-5.5E-14,0.1,-6
5.689,2.5264E-07,-1.2E-14,-5.1E-14,0.1,-6
5.778,2.53243E-07,-3E-15,-4.5E-14,0.1,-6
5.867,2.53837E-07,4E-15,-5.9E-14,0.1,-6
5.956,2.54331E-07,1E-15,-6.4E-14,0.1,-6
6.044,0.000000255,-1.6E-14,-5E-14,0.1,-6
6.133,2.5541E-07,2.3E-14,-4.9E-14,0.1,-6
6.222,2.55923E-07,-2E-15,-3.2E-14,0.1,-6
6.311,2.56325E-07,6E-15,-5.7E-14,0.1,-6
6.4,2.5683E-07,-4E-15,-3.2E-14,0.1,-6
6.489,2.57271E-07,1.6E-14,-2.9E-14,0.1,-6
6.578,2.57845E-07,1E-15,-4.7E-14,0.1,-6
6.667,2.58212E-07,1.2E-14,-5E-14,0.1,-6
6.756,2.58564E-07,1.5E-14,-4.9E-14,0.1,-6
6.844,2.58932E-07,-5E-15,-5.7E-14,0.1,-6
6.933,2.59402E-07,3.9E-14,-5.7E-14,0.1,-6
7.022,2.59751E-07,1.8E-14,-5.8E-14,0.1,-6
7.111,2.60126E-07,3.4E-14,-2.9E-14,0.1,-6
7.2,2.60556E-07,-2E-15,-1.4E-14,0.1,-6
7.289,2.60939E-07,1.3E-14,-3.5E-14,0.1,-6
7.378,2.61189E-07,1.1E-14,-4.6E-14,0.1,-6
7.467,2.61562E-07,6.5E-14,-8.1E-14,0.1,-6
7.556,0.000000262,4E-15,-3.4E-14,0.1,-6
7.644,2.62377E-07,3.7E-14,-4.1E-14,0.1,-6
7.733,2.62599E-07,2.1E-14,-4.4E-14,0.1,-6
7.822,2.62812E-07,1.7E-14,-2.7E-14,0.1,-6
7.911,2.63159E-07,1.7E-14,-7.1E-14,0.1,-6
8,2.63486E-07,1.9E-14,-2.2E-14,0.1,-6
-8,3.72879E-10,-1.49E-13,3.15E-13,0.1,-3
-7.911,4.46947E-10,-1.34E-13,2.22E-13,0.1,-3
-7.822,5.21837E-10,-1.21E-13,1.77E-13,0.1,-3
-7.733,6.02331E-10,-1.06E-13,1.32E-13,0.1,-3
-7.644,6.92549E-10,-8.3E-14,1.22E-13,0.1,-3
-7.556,7.8674E-10,-1.07E-13,8E-14,0.1,-3
-7.467,9.0024E-10,-6.3E-14,8.2E-14,0.1,-3
-7.378,0.000000001,-7.2E-14,7.6E-14,0.1,-3
-7.289,1.16154E-09,-4.6E-14,9E-14,0.1,-3
-7.2,1.30841E-09,-5.4E-14,6.5E-14,0.1,-3
-7.111,1.48012E-09,-5.5E-14,6.4E-14,0.1,-3
-7.022,1.66499E-09,-3.3E-14,3.3E-14,0.1,-3
-6.933,1.87213E-09,-5.7E-14,6E-14,0.1,-3
-6.844,2.09468E-09,-6E-14,3E-14,0.1,-3
-6.756,2.34087E-09,-7.1E-14,4.8E-14,0.1,-3
-6.667,2.62455E-09,-4.3E-14,2.7E-14,0.1,-3
-6.578,2.93516E-09,-3.9E-14,2.4E-14,0.1,-3
-6.489,3.26862E-09,-7.4E-14,2.6E-14,0.1,-3
-6.4,3.63248E-09,-4E-14,1.9E-14,0.1,-3
-6.311,0.000000004,-4.6E-14,2.8E-14,0.1,-3
-6.222,4.47998E-09,-4.6E-14,3.8E-14,0.1,-3
-6.133,4.94261E-09,-6.3E-14,4.3E-14,0.1,-3
-6.044,5.4721E-09,-4.7E-14,2E-14,0.1,-3
-5.956,0.000000006,-7E-14,9E-15,0.1,-3
-5.867,6.64803E-09,-4.9E-14,2E-15,0.1,-3
-5.778,7.32366E-09,-2.5E-14,2E-15,0.1,-3
-5.689,8.0523E-09,-5.9E-14,-1.1E-14,0.1,-3
-5.6,8.84574E-09,-5.5E-14,1.3E-14,0.1,-3
-5.511,9.7006E-09,-6E-14,1.9E-14,0.1,-3
-5.422,1.062086E-08,-4.8E-14,1E-15,0.1,-3
-5.333,1.15998E-08,-4.1E-14,2.6E-14,0.1,-3
-5.244,1.26949E-08,-4.6E-14,6E-15,0.1,-3
-5.156,1.38443E-08,-2.5E-14,-5E-15,0.1,-3
-5.067,1.50965E-08,-3.9E-14,1.5E-14,0.1,-3
-4.978,1.64189E-08,-2.2E-14,-3E-15,0.1,-3
-4.889,1.78589E-08,-5E-14,4E-15,0.1,-3
-4.8,1.93634E-08,-4.3E-14,1E-14,0.1,-3
-4.711,0.000000021,-5.5E-14,4E-15,0.1,-3
-4.622,2.27254E-08,-6.3E-14,-1.3E-14,0.1,-3
-4.533,2.45571E-08,-4.7E-14,-1.4E-14,0.1,-3
-4.444,2.65052E-08,-4.2E-14,0,0.1,-3
-4.356,2.85821E-08,-5.4E-14,3E-15,0.1,-3
-4.267,3.07761E-08,-6.4E-14,-8E-15,0.1,-3
-4.178,3.30793E-08,-3.8E-14,-7E-15,0.1,-3
-4.089,3.55172E-08,-5.3E-14,0,0.1,-3
-4,3.80883E-08,-4.7E-14,-1.9E-14,0.1,-3
-3.911,4.08084E-08,-4.1E-14,-5E-15,0.1,-3
-3.822,4.36248E-08,-2.4E-14,3E-15,0.1,-3
-3.733,4.66019E-08,-5.3E-14,-4E-15,0.1,-3
-3.644,4.96895E-08,-2.9E-14,-7E-15,0.1,-3
-3.556,5.29145E-08,-3.9E-14,1.5E-14,0.1,-3
-3.467,5.6299E-08,-3.9E-14,-1.3E-14,0.1,-3
-3.378,5.9865E-08,-2.8E-14,-9E-15,0.1,-3
-3.289,6.35342E-08,-1.2E-14,-1.4E-14,0.1,-3
-3.2,6.72981E-08,-2E-14,-9E-15,0.1,-3
-3.111,7.1348E-08,-4.4E-14,-6E-15,0.1,-3
-3.022,7.54673E-08,-4.6E-14,-1E-14,0.1,-3
-2.933,7.96594E-08,-3.4E-14,-8E-15,0.1,-3
-2.844,8.41389E-08,-4.8E-14,-1.9E-14,0.1,-3
-2.756,8.86193E-08,-5.7E-14,-3E-15,0.1,-3
-2.667,9.3187E-08,-4.6E-14,-1.9E-14,0.1,-3
-2.578,9.80682E-08,-5.7E-14,-2.3E-14,0.1,-3
-2.489,0.000000103,-2.7E-14,-1.9E-14,0.1,-3
-2.4,0.000000108,-5.4E-14,-1.6E-14,0.1,-3
-2.311,1.133379E-07,-3.4E-14,-2.9E-14,0.1,-3
-2.222,1.18525E-07,-5.7E-14,-2E-14,0.1,-3
-2.133,0.000000124,-1.6E-14,-2.1E-14,0.1,-3
-2.044,1.2954E-07,-4.6E-14,-2.7E-14,0.1,-3
-1.9556,1.35127E-07,-3E-14,-1.8E-14,0.1,-3
-1.8667,1.40924E-07,-2E-14,-1.5E-14,0.1,-3
-1.7778,1.46775E-07,-2.2E-14,-1.6E-14,0.1,-3
-1.6889,1.52657E-07,-3.9E-14,1E-15,0.1,-3
-1.6,1.58654E-07,-3E-14,-7E-15,0.1,-3
-1.5111,1.64736E-07,-2.7E-14,-1.8E-14,0.1,-3
-1.4222,1.70908E-07,-4.2E-14,-3.7E-14,0.1,-3
-1.3333,1.77199E-07,-2.6E-14,-2.4E-14,0.1,-3
-1.2444,1.83459E-07,-3.2E-14,-1.3E-14,0.1,-3
-1.1556,1.89743E-07,-4.1E-14,-1.8E-14,0.1,-3
-1.0667,1.9608E-07,-4E-15,-1.2E-14,0.1,-3
-0.9778,2.02429E-07,-4.1E-14,-9E-15,0.1,-3
-0.8889,2.08844E-07,-2.5E-14,-3.1E-14,0.1,-3
-0.8,2.15387E-07,-5.4E-14,-9E-15,0.1,-3
-0.7111,2.21806E-07,-4.4E-14,-2.4E-14,0.1,-3
-0.6222,2.28377E-07,-6.2E-14,-3.8E-14,0.1,-3
-0.5333,2.34912E-07,-4.1E-14,-6E-15,0.1,-3
-0.4444,2.41398E-07,-3.1E-14,-2E-14,0.1,-3
-0.3556,2.47762E-07,-4.3E-14,-2.4E-14,0.1,-3
-0.2667,2.54224E-07,-3.2E-14,-1.1E-14,0.1,-3
-0.1778,2.60614E-07,-4.2E-14,-1.6E-14,0.1,-3
-0.0889,2.67068E-07,-5.3E-14,-1.9E-14,0.1,-3
0,2.73452E-07,-2E-14,-5E-14,0.1,-3
0.0889,2.79787E-07,-3.6E-14,-6E-15,0.1,-3
0.1778,0.000000286,-2.7E-14,-4.7E-14,0.1,-3
0.2667,2.92345E-07,-3E-14,-3.3E-14,0.1,-3
0.3556,2.98605E-07,-2.4E-14,-2.3E-14,0.1,-3
0.4444,3.04654E-07,-2.7E-14,-2.4E-14,0.1,-3
0.5333,3.10757E-07,-3.8E-14,-2.5E-14,0.1,-3
0.6222,3.16848E-07,-4.6E-14,-3.7E-14,0.1,-3
0.7111,3.22833E-07,-2.5E-14,-4.5E-14,0.1,-3
0.8,3.28718E-07,-5.3E-14,-1.5E-14,0.1,-3
0.8889,3.34503E-07,-2.5E-14,-2.8E-14,0.1,-3
0.9778,3.40243E-07,-2E-14,-3.9E-14,0.1,-3
1.0667,3.45913E-07,-7E-15,-3.8E-14,0.1,-3
1.1556,3.51365E-07,-3.6E-14,-4E-14,0.1,-3
1.2444,3.56849E-07,-3.5E-14,-2.8E-14,0.1,-3
1.3333,3.62337E-07,-3E-14,-3E-14,0.1,-3
1.4222,3.67772E-07,-3.7E-14,-3.1E-14,0.1,-3
1.5111,0.000000373,-2.6E-14,-4.7E-14,0.1,-3
1.6,3.78209E-07,-2.2E-14,-4.2E-14,0.1,-3
1.6889,3.833E-07,-4.5E-14,-8E-15,0.1,-3
1.7778,3.88157E-07,-1.9E-14,-5.5E-14,0.1,-3
1.8667,3.9306E-07,-2.5E-14,-1.9E-14,0.1,-3
1.9556,3.97797E-07,-3.3E-14,-3.2E-14,0.1,-3
2.044,4.02497E-07,-3.1E-14,-5.5E-14,0.1,-3
2.133,4.07121E-07,-5.1E-14,-4.8E-14,0.1,-3
2.222,4.11668E-07,-2.9E-14,-4.4E-14,0.1,-3
2.311,4.16101E-07,-2E-14,-2.3E-14,0.1,-3
2.4,4.20437E-07,-3E-14,-2.8E-14,0.1,-3
2.489,4.24716E-07,-5.3E-14,-3.6E-14,0.1,-3
2.578,4.28751E-07,-9E-15,-3.3E-14,0.1,-3
2.667,4.32845E-07,-5.7E-14,-3E-14,0.1,-3
2.756,4.36945E-07,-3.9E-14,-3E-14,0.1,-3
2.844,4.40768E-07,-5E-14,-2.8E-14,0.1,-3
2.933,4.44591E-07,-4.3E-14,-4E-14,0.1,-3
3.022,4.48301E-07,-3.1E-14,-2.8E-14,0.1,-3
3.111,0.000000452,-3.7E-14,-6.9E-14,0.1,-3
3.2,4.55626E-07,-6E-15,-3.7E-14,0.1,-3
3.289,4.59166E-07,7E-15,-4.4E-14,0.1,-3
3.378,4.62516E-07,-2.6E-14,-3.2E-14,0.1,-3
3.467,4.65842E-07,-1.4E-14,-4.9E-14,0.1,-3
3.556,0.000000469,-3.9E-14,-2.2E-14,0.1,-3
3.644,4.72203E-07,-2E-14,-2.3E-14,0.1,-3
3.733,4.75162E-07,-3.3E-14,-3.8E-14,0.1,-3
3.822,4.78086E-07,-1.9E-14,-6.4E-14,0.1,-3
3.911,4.8115E-07,-3.2E-14,-3.1E-14,0.1,-3
4,0.000000484,-2.2E-14,-3.3E-14,0.1,-3
4.089,4.86759E-07,-4.5E-14,-3.9E-14,0.1,-3
4.178,4.89478E-07,-2.5E-14,-1.8E-14,0.1,-3
4.267,4.92288E-07,-3.7E-14,-5.4E-14,0.1,-3
4.356,4.94842E-07,-7E-15,-6.8E-14,0.1,-3
4.444,4.97438E-07,-2.2E-14,-3.9E-14,0.1,-3
4.533,4.99856E-07,-3.6E-14,-3.1E-14,0.1,-3
4.622,5.02381E-07,-6E-15,-3.5E-14,0.1,-3
4.711,5.04766E-07,1E-15,-2.9E-14,0.1,-3
4.8,5.07225E-07,7E-15,-3.1E-14,0.1,-3
4.889,5.09408E-07,-2.7E-14,-4.6E-14,0.1,-3
4.978,5.11655E-07,-9E-15,-3.8E-14,0.1,-3
5.067,5.13846E-07,0,-2.7E-14,0.1,-3
5.156,0.000000516,-1.9E-14,-2.7E-14,0.1,-3
5.244,5.181E-07,-2.6E-14,-3.9E-14,0.1,-3
5.333,5.20156E-07,-1.6E-14,-3.7E-14,0.1,-3
5.422,5.22051E-07,-2E-15,-5.7E-14,0.1,-3
5.511,0.000000524,-1.7E-14,-4.5E-14,0.1,-3
5.6,5.25892E-07,-2.1E-14,-4.9E-14,0.1,-3
5.689,5.27669E-07,1.1E-14,-3.8E-14,0.1,-3
5.778,5.29569E-07,-1.1E-14,-1.7E-14,0.1,-3
5.867,5.31205E-07,-2.3E-14,-6.9E-14,0.1,-3
5.956,0.000000533,-8E-15,-5.2E-14,0.1,-3
6.044,5.34551E-07,-1E-15,-4E-14,0.1,-3
6.133,5.36293E-07,-2E-14,-7E-14,0.1,-3
6.222,0.000000538,2E-15,-2.8E-14,0.1,-3
6.311,5.39486E-07,-1.5E-14,-4.2E-14,0.1,-3
6.4,5.41125E-07,-8E-15,-3.6E-14,0.1,-3
6.489,5.42616E-07,-7E-15,-3.9E-14,0.1,-3
6.578,0.000000544,-1E-15,-6.3E-14,0.1,-3
6.667,5.45506E-07,-1.6E-14,-4.6E-14,0.1,-3
6.756,5.46876E-07,1.3E-14,-4.6E-14,0.1,-3
6.844,5.48057E-07,4E-15,-4.8E-14,0.1,-3
6.933,5.49456E-07,-9E-15,-5.8E-14,0.1,-3
7.022,5.50669E-07,8E-15,-4.3E-14,0.1,-3
7.111,5.51937E-07,9E-15,-7.2E-14,0.1,-3
7.2,5.53234E-07,-1.1E-14,-2.7E-14,0.1,-3
7.289,5.5439E-07,8E-15,-4.2E-14,0.1,-3
7.378,5.5559E-07,2.5E-14,-5.3E-14,0.1,-3
7.467,5.56669E-07,4E-15,-3.6E-14,0.1,-3
7.556,5.57786E-07,2.4E-14,-4E-14,0.1,-3
7.644,0.000000559,1.3E-14,-5.1E-14,0.1,-3
7.733,0.00000056,5E-15,-5.2E-14,0.1,-3
7.822,0.000000561,8E-15,-6.6E-14,0.1,-3
7.911,5.61931E-07,1E-15,-5.4E-14,0.1,-3
8,5.62814E-07,2E-15,-4E-14,0.1,-3
-8,6.38945E-10,-1.85E-13,4.16E-13,0.1,0
-7.911,7.5494E-10,-1.4E-13,2.46E-13,0.1,0
-7.822,8.6735E-10,-1.22E-13,2.11E-13,0.1,0
-7.733,0.000000001,-1.03E-13,1.58E-13,0.1,0
-7.644,1.12283E-09,-7E-14,1.59E-13,0.1,0
-7.556,1.26294E-09,-9.2E-14,1.36E-13,0.1,0
-7.467,1.42142E-09,-7.1E-14,1.06E-13,0.1,0
-7.378,1.59654E-09,-6.8E-14,1.23E-13,0.1,0
-7.289,1.79316E-09,-8.2E-14,8.9E-14,0.1,0
-7.2,0.000000002,-5.6E-14,6.5E-14,0.1,0
-7.111,2.24851E-09,-4.4E-14,6E-14,0.1,0
-7.022,2.51368E-09,-6.7E-14,9.6E-14,0.1,0
-6.933,2.80276E-09,-6.2E-14,7E-14,0.1,0
-6.844,3.11683E-09,-6.7E-14,6.3E-14,0.1,0
-6.756,3.45737E-09,-4.3E-14,6.5E-14,0.1,0
-6.667,3.84064E-09,-6.1E-14,6.8E-14,0.1,0
-6.578,4.26019E-09,-5.1E-14,3.5E-14,0.1,0
-6.489,4.72587E-09,-4.1E-14,6.6E-14,0.1,0
-6.4,5.21206E-09,-7E-14,3.6E-14,0.1,0
-6.311,5.77059E-09,-8.7E-14,5.2E-14,0.1,0
-6.222,6.36971E-09,-5.2E-14,4E-14,0.1,0
-6.133,0.000000007,-6.2E-14,2.6E-14,0.1,0
-6.044,7.72564E-09,-4.3E-14,3.7E-14,0.1,0
-5.956,8.48665E-09,-5.6E-14,4.1E-14,0.1,0
-5.867,9.31624E-09,-5E-14,1.6E-14,0.1,0
-5.778,1.021872E-08,-5.1E-14,3.6E-14,0.1,0
-5.689,1.11671E-08,-4.9E-14,2.6E-14,0.1,0
-5.6,1.22315E-08,-5.7E-14,4.4E-14,0.1,0
-5.511,1.337E-08,-5.6E-14,1.8E-14,0.1,0
-5.422,1.46E-08,-6.6E-14,2E-14,0.1,0
-5.333,1.59065E-08,-4.1E-14,8E-15,0.1,0
-5.244,1.73226E-08,-7E-14,1.8E-14,0.1,0
-5.156,1.88303E-08,-5.2E-14,-6E-15,0.1,0
-5.067,2.04495E-08,-5.2E-14,2.9E-14,0.1,0
-4.978,2.21877E-08,-3.7E-14,2.4E-14,0.1,0
-4.889,0.000000024,-4.8E-14,1.3E-14,0.1,0
-4.8,0.000000026,-5.1E-14,9E-15,0.1,0
-4.711,2.81164E-08,-5E-14,-4E-15,0.1,0
-4.622,3.038E-08,-5E-14,1.2E-14,0.1,0
-4.533,3.27486E-08,-3.9E-14,-1E-15,0.1,0
